2007-07-18 18:13:48,156  WARN (ParseSrcVisitor.java:115) - Parent object is found as null for java.awt.geom.PathIterator
2007-07-18 18:14:03,140 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"parent"}
2007-07-18 18:14:03,140 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,140 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"from"}
2007-07-18 18:14:03,140 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"to"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"parent"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,156 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"from"}
2007-07-18 18:14:03,171 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"to"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"parent"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"from"}
2007-07-18 18:14:03,187 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"to"}
2007-07-18 18:14:03,203 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,203 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,203 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,218 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,218 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,218 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,218 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,218 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,234 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,234 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"parent"}
2007-07-18 18:14:03,234 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,234 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"from"}
2007-07-18 18:14:03,234 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"to"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,250 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,265 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"parent"}
2007-07-18 18:14:03,265 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,265 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"from"}
2007-07-18 18:14:03,265 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"to"}
2007-07-18 18:14:03,265 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,265 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,265 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,296 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,312 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,312 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"parent"}
2007-07-18 18:14:03,312 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,312 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"from"}
2007-07-18 18:14:03,312 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"to"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"label"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"feature"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"control"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"sat"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"den"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"parent"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"name"}
2007-07-18 18:14:03,328 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"from"}
2007-07-18 18:14:03,343 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{"to"}
2007-07-18 18:14:03,359  INFO (GCodeAnalyzer.java:98) - Analyzing 42_ModelManager.java
2007-07-18 18:14:03,484  INFO (GCodeAnalyzer.java:98) - Analyzing 43_Graph.java
2007-07-18 18:14:03,578  INFO (GCodeAnalyzer.java:98) - Analyzing 44_Element.java
2007-07-18 18:14:03,671  INFO (GCodeAnalyzer.java:98) - Analyzing 45_Visualizer.java
2007-07-18 18:14:03,687 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{dotFile.getName(),"-o",layoutFile.getName()}
2007-07-18 18:14:03,703  INFO (GCodeAnalyzer.java:98) - Analyzing 46_GraphEnumeration.java
2007-07-18 18:14:03,703  INFO (GCodeAnalyzer.java:98) - Analyzing 4_GrappaSyntaxTreeBuilder.java
2007-07-18 18:14:03,750  INFO (GCodeAnalyzer.java:98) - Analyzing 5_Element.java
2007-07-18 18:14:03,828  INFO (GCodeAnalyzer.java:98) - Analyzing 6_SpareClusterGraph.java
2007-07-18 18:14:03,843  INFO (GCodeAnalyzer.java:98) - Analyzing 7_ClusterGraph.java
2007-07-18 18:14:03,906  INFO (GCodeAnalyzer.java:98) - Analyzing 8_MyGraphUtil.java
2007-07-18 18:14:03,937  INFO (GCodeAnalyzer.java:98) - Analyzing 9_MiniMain.java
2007-07-18 18:14:03,953 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{1,2,3}
2007-07-18 18:14:03,953 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{1,2,1}
2007-07-18 18:14:03,968 DEBUG (RepositoryAnalyzer.java:110) - Analyzing directory att_grappa_GraphEnumeration
2007-07-18 18:14:03,984  INFO (GCodeAnalyzer.java:98) - Analyzing 0_GraphEnumeration.java
2007-07-18 18:14:04,031 DEBUG (RepositoryAnalyzer.java:110) - Analyzing directory att_grappa_GraphParserException
2007-07-18 18:14:04,046  INFO (GCodeAnalyzer.java:98) - Analyzing 0_GraphParserException.java
2007-07-18 18:14:04,062 DEBUG (RepositoryAnalyzer.java:110) - Analyzing directory att_grappa_Grappa
2007-07-18 18:14:04,234  INFO (GCodeAnalyzer.java:98) - Analyzing 0_RuntimeUtils.java
2007-07-18 18:14:04,281  INFO (GCodeAnalyzer.java:98) - Analyzing 10_GraphPanel.java
2007-07-18 18:14:04,390  INFO (GCodeAnalyzer.java:98) - Analyzing 11_parser.java
2007-07-18 18:14:04,468  INFO (GCodeAnalyzer.java:98) - Analyzing 12_RuntimeUtils.java
2007-07-18 18:14:04,500  INFO (GCodeAnalyzer.java:98) - Analyzing 13_HLToCPNTranslator.java
2007-07-18 18:14:04,781  INFO (ASTCrawler.java:940) - Happened in file: C:\APIUsage\Grappa\att_grappa_Grappa//13_HLToCPNTranslator.debug.full
2007-07-18 18:14:04,890  INFO (GCodeAnalyzer.java:98) - Analyzing 14_ColoredPetriNet.java
2007-07-18 18:14:04,953  INFO (GCodeAnalyzer.java:98) - Analyzing 15_OwlsvizGrappaAdapter.java
2007-07-18 18:14:05,031  INFO (GCodeAnalyzer.java:98) - Analyzing 16_GraphDisplay.java
2007-07-18 18:14:05,125  INFO (GCodeAnalyzer.java:98) - Analyzing 17_Attribute.java
2007-07-18 18:14:05,156  INFO (GCodeAnalyzer.java:98) - Analyzing 18_b1031.java
2007-07-18 18:14:05,203  INFO (GCodeAnalyzer.java:98) - Analyzing 19_Attribute.java
2007-07-18 18:14:05,234  INFO (GCodeAnalyzer.java:98) - Analyzing 1_HLToCPNTranslator.java
2007-07-18 18:14:05,796  INFO (ASTCrawler.java:940) - Happened in file: C:\APIUsage\Grappa\att_grappa_Grappa//1_HLToCPNTranslator.debug.full
2007-07-18 18:14:05,859  INFO (GCodeAnalyzer.java:98) - Analyzing 20_parser.java
2007-07-18 18:14:05,921  INFO (GCodeAnalyzer.java:98) - Analyzing 21_Attribute.java
2007-07-18 18:14:05,953  INFO (GCodeAnalyzer.java:98) - Analyzing 22_Element.java
2007-07-18 18:14:06,000  INFO (GCodeAnalyzer.java:98) - Analyzing 23_Grappa.java
2007-07-18 18:14:06,031  INFO (GCodeAnalyzer.java:98) - Analyzing 24_GrappaPanel.java
2007-07-18 18:14:06,093  INFO (GCodeAnalyzer.java:98) - Analyzing 25_GrappaPathIterator.java
2007-07-18 18:14:06,125  INFO (GCodeAnalyzer.java:98) - Analyzing 26_b1031.java
2007-07-18 18:14:06,156  INFO (GCodeAnalyzer.java:98) - Analyzing 27_parser.java
2007-07-18 18:14:06,218  INFO (GCodeAnalyzer.java:98) - Analyzing 28_Attribute.java
2007-07-18 18:14:06,265  INFO (GCodeAnalyzer.java:98) - Analyzing 29_Element.java
2007-07-18 18:14:06,312  INFO (GCodeAnalyzer.java:98) - Analyzing 2_ColoredPetriNet.java
2007-07-18 18:14:06,421  INFO (GCodeAnalyzer.java:98) - Analyzing 30_Grappa.java
2007-07-18 18:14:06,468  INFO (GCodeAnalyzer.java:98) - Analyzing 31_GrappaPanel.java
2007-07-18 18:14:06,531  INFO (GCodeAnalyzer.java:98) - Analyzing 32_GrappaConstants.java
2007-07-18 18:14:06,578  INFO (GCodeAnalyzer.java:98) - Analyzing 33_JTelosUtil.java
2007-07-18 18:14:06,703 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{cmdDot,"-q -Tdot",fPath,"-o",tmpDot}
2007-07-18 18:14:06,734  INFO (GCodeAnalyzer.java:98) - Analyzing 34_Graph.java
2007-07-18 18:14:06,843  INFO (GCodeAnalyzer.java:98) - Analyzing 35_JpgEncodeGraph.java
2007-07-18 18:14:06,875  INFO (GCodeAnalyzer.java:98) - Analyzing 36_Visualizer.java
2007-07-18 18:14:06,890 ERROR (ASTCrawlerUtil.java:330) - Unhandled case in finding the reference type...{dotFile.getName(),"-o",layoutFile.getName()}
2007-07-18 18:14:06,906  INFO (GCodeAnalyzer.java:98) - Analyzing 37_Attribute.java
2007-07-18 18:14:06,953  INFO (GCodeAnalyzer.java:98) - Analyzing 38_Element.java
2007-07-18 18:14:07,015  INFO (GCodeAnalyzer.java:98) - Analyzing 39_Grappa.java
2007-07-18 18:14:07,062  INFO (GCodeAnalyzer.java:98) - Analyzing 3_Attribute.java
2007-07-18 18:14:07,125  INFO (GCodeAnalyzer.java:98) - Analyzing 40_GrappaPanel.java
2007-07-18 18:14:07,218  INFO (GCodeAnalyzer.java:98) - Analyzing 41_GrappaSize.java
2007-07-18 18:14:07,250  INFO (GCodeAnalyzer.java:98) - Analyzing 43_GrappaColorUtility.java
2007-07-18 18:14:07,250  INFO (GCodeAnalyzer.java:98) - Analyzing 44_XMLMarker.java
2007-07-18 18:14:07,281  INFO (GCodeAnalyzer.java:98) - Analyzing 45_Attribute.java
2007-07-18 18:14:07,328  INFO (GCodeAnalyzer.java:98) - Analyzing 46_DGDemo.java
2007-07-18 18:14:07,390  INFO (ASTCrawlerUtil.java:437) - Unhandled case _UNKNOWN_ while getting return type of VariableDeclarationFragment
2007-07-18 18:14:07,453  INFO (GCodeAnalyzer.java:98) - Analyzing 47_Element.java
2007-07-18 18:14:07,515  INFO (GCodeAnalyzer.java:98) - Analyzing 48_Grappa.java
2007-07-18 18:14:07,546  INFO (GCodeAnalyzer.java:98) - Analyzing 49_GrappaPanel.java
2007-07-18 18:14:07,640  INFO (GCodeAnalyzer.java:98) - Analyzing 4_ClusterGraphAdapter.java
2007-07-18 18:14:07,656  INFO (GCodeAnalyzer.java:98) - Analyzing 50_GrappaSelection.java
2007-07-18 18:14:07,671  INFO (GCodeAnalyzer.java:98) - Analyzing 51_VizGraph.java
2007-07-18 18:14:07,765  INFO (GCodeAnalyzer.java:98) - Analyzing 52_GrappaSupportRects.java
